project,desc,knowledge
numpy,"`empty`, unlike `zeros`, does not set the array values to zero,
and may therefore be marginally faster.  ","functionality desc,perf attributes"
numpy,"a highly efficient way of reading binary data with a known data-type,
as well as parsing simply formatted text files.  ",functionality desc
numpy,"it may be marginally faster than
the functions that do set the array values.

",comparison with alternatives
numpy,this is a performance feature.,purpose & rationale
numpy,specify `count` to improve performance.  ,usage practice
numpy,"this list is saved in a normalized form that is suited for
    fast calculations of valid days.
",impl details
numpy,"none)

a business day calendar object that efficiently stores information
defining valid days for the busday family of functions.

",functionality desc
numpy,"this list is
    saved in a normalized form that is suited for fast calculations
    of valid days.

",impl details
numpy,"the initial calculation of these parameters is expensive and negatively
impacts import times.  ",perf attributes
numpy,"the `vectorize` function is provided primarily for convenience, not for
performance.",purpose & rationale
numpy,"however, to implement the cache, the
original function must be wrapped which will slow down subsequent
calls, so only do this if your function is expensive.

","directives,usage practice"
numpy,"the new keyword argument interface and `excluded` argument support
further degrades performance.

",functionality desc
numpy,"New code (not concerned with numarray compatibility) should use
       arrays of type `string_` or `unicode_` and use the free functions
       in :mod:`numpy.char <numpy.core.defchararray>` for fast
       vectorized string operations instead.

    ",usage practice
numpy,   in the `numpy.char` module for fast vectorized string operations.,usage practice
numpy,# greedy `einsum` (faster optimal path approximation): ~160ms,perf attributes
numpy,"* chained array operations, in efficient calculation order, :py:func:`numpy",functionality desc
numpy,"For a contraction with three or more operands this
    can greatly increase the computational efficiency at the cost of a larger
    memory footprint during computation.

    ","perf attributes, purpose & rationale"
numpy,"In some cases 'optimal'
    will return the superlative path through a more expensive, exhaustive search.
    ","impl details, functionality desc"
numpy,"for more complicated contractions, speed ups",usage practice
numpy,performance improvements can be,"perf attributes, usage practice"
numpy,theoretical speedup:  1000,perf attributes
numpy,theoretical speedup:  2,perf attributes
numpy,"Consequently,
    partitioning along the last axis is faster and uses less space than
    partitioning along any other axis.

    ","usage practice, comparison with alternatives"
numpy,"Consequently, sorting along
    the last axis is faster and uses less space than sorting along
    any other axis.

    ","usage practice, comparison with alternatives"
numpy,"The various selection algorithms are characterized by their average
    speed, worst case performance, work space size, and whether they are
    stable. ",concepts
numpy,"The various sorting algorithms are characterized by their average speed,
    worst case performance, work space size, and whether they are stable. ",concepts
numpy,"for this reason, it is equivalent to (but faster than) the following use","comparison with alternatives, usage practice"
numpy,"shape[0]`` is 2, ``maximum(a[0], a[1])`` is faster than","usage practice, comparison with alternatives"
numpy,"shape[0]`` is 2, ``minimum(a[0], a[1])`` is faster than","usage practice, comparison with alternatives"
numpy,this function is a faster version of the builtin python `bisect,impl details
numpy,>>> # a slower but equivalent way of computing the same,usage practice
numpy,"`binary_repr` is equivalent to using `base_repr` with base 2, but about 25x
    faster.

    ","comparison with alternatives, usage practice"
numpy,binary_repr : faster version of `base_repr` for base 2,comparison with alternatives
numpy,since multiplication is more efficient (faster),purpose & rationale
numpy,"Use list of
        tuples rather than list of lists for faster processing.

    ",usage practice
numpy,"it can be slow.

        ",perf attributes
numpy,"For efficient memory alignment, ``np.longdouble`` is usually stored","purpose & rationale, impl details"
numpy,"padded with zero bits, either to 96 or 128 bits. Which is more efficient",environment
numpy,"efficient algorithm implementations. There are, however, cases where",impl details
numpy,broadcasting is a bad idea because it leads to inefficient use of memory,"usage practice, perf attributes"
numpy,memory and computationally efficient as possible.,"impl details, perf attributes"
numpy,The code in the second example is more efficient than that in the first,"comparison with alternatives, impl details"
numpy,"       Fast element-wise operations, called a :term:`ufunc`, operate on arrays.",functionality desc
numpy,       Universal function.  A fast element-wise array operation.  Examples include,functionality desc
numpy,       it becomes necessary to use lower level languages to do fast,purpose & rationale
numpy,inefficient as a new temporary array is created after the first index,"comparison with alternatives, impl details"
numpy,arrays and thus greatly improve performance.,"functionality desc, purpose & rationale"
numpy,"convention. For large images, reordering data is potentially expensive, and","usage practice, perf attributes"
numpy,"potential performance penalties. It's common to access the data sequentially,",purpose & rationale
numpy,basic operations are rendered inefficient because of data order or that getting,impl details
numpy,compilers would pad a C-struct. Aligned structures can give a performance,purpose & rationale
numpy,    and more efficient alternative for users who wish to convert structured,comparison with alternatives
numpy,Aliases for functions which may be accelerated by Scipy.,functionality desc
numpy,Scipy_ can be built to use accelerated or otherwise improved libraries,functionality desc
numpy,developers to transparently support these accelerated functions when,"functionality desc, purpose & rationale"
numpy,"The symmetry is highest when `n` is a power of 2, and
    the transform is therefore most efficient for these sizes.

    ","perf attributes, usage practice"
numpy,transform (dft) of a real-valued array by means of an efficient algorithm,functionality desc
numpy,"FFT (Fast Fourier Transform) refers to a way the discrete Fourier
    Transform (DFT) can be calculated efficiently, by using symmetries in the
    calculated terms.  ",concepts
numpy,"part because of a very fast algorithm for computing it, called the Fast",concepts
numpy,filtering.  The computational efficiency of the FFT means that it can,"functionality desc, impl details"
numpy,"If True, the input arrays are both assumed to be unique, which
        can speed up the calculation.  ",perf attributes
numpy,"If True, the input arrays are both assumed to be unique, which
        can speed up the calculation.  ",perf attributes
numpy,"If True, the input arrays are both assumed to be unique, which
        can speed up the calculation.  ",perf attributes
numpy,"If True, the input arrays are both assumed to be unique, which
        can speed up the calculation.  ",perf attributes
numpy,"If True, the input arrays are both assumed to be unique, which
        can speed up the calculation.  ",perf attributes
numpy,"``np.in1d(a, b, invert=True)`` is equivalent
        to (but is faster than) ``np.invert(in1d(a, b))``.

        ",comparison with alternatives
numpy,"isin(a, b, invert=true)`` is equivalent to (but faster",comparison with alternatives
numpy,      we allow them to be written directly to disk for efficiency.,purpose & rationale
numpy,"the `searchsorted` call is marginally faster, as it does not do any",comparison with alternatives
numpy,"Provides good
            all around performance.

        ",perf attributes
numpy,the simplest and fastest estimator,perf attributes
numpy,"This functionality can be obtained via `diag_indices`, but internally
    this version uses a much faster implementation that never constructs the
    indices and uses simple slicing.

    ",impl details
numpy,this function aims to be a fast reader for simply formatted files,"purpose & rationale, functionality desc"
numpy,this is equivalent to (but faster than) the following use of `ndindex` and,comparison with alternatives
numpy,this is equivalent to (but faster than) the following use of `ndindex` and,comparison with alternatives
numpy,this is equivalent to (but faster than) the following use of `ndindex` and,comparison with alternatives
numpy,"Depending on the shapes of the matrices,
    this can speed up the multiplication a lot.

    ","perf attributes, purpose & rationale"
numpy,"If True, `M` is assumed to be Hermitian (symmetric if real-valued),
        enabling a more efficient method for finding singular values.
        ",impl details
numpy,the cholesky decomposition is often used as a fast way of solving,usage practice
numpy,"
    Compute the dot product of two or more arrays in a single function call,
    while automatically selecting the fastest evaluation order.

    ",functionality desc
numpy,"This is a
            performance feature. ",purpose & rationale
numpy,this is a performance feature,purpose & rationale
pandas,significantly faster than numpy,comparison with alternatives
pandas,"Some methods require casting the ExtensionArray to an ndarray of Python
    objects with ``self.astype(object)``, which may be expensive. ",perf attributes
pandas,"When
    performance is a concern, we highly recommend overriding the following
    methods:

    * fillna
    * dropna
    * unique
    * factorize / _values_for_factorize
    * argsort / ",usage practice
pandas,abcmeta' for performance reasons,purpose & rationale
pandas,"an ndarray would be expensive, an extensionarray may be",purpose & rationale
pandas,"still, a more efficient",misc
pandas,"the remaining methods implemented on this class should be performant,","perf attributes, impl details"
pandas,"This constructor is useful if you already have codes and
        categories/dtype and so do not need the (computation intensive)
        factorization step, which is usually done on the constructor.

        ",usage practice
pandas,"This method can be used to perform more than one action of adding,
        removing, and reordering simultaneously and is therefore faster than
        performing the individual steps via the more specialised methods.

        ","comparison with alternatives, usage practice"
pandas,"For extension types, ``to_numpy()`` *may* require copying data and
        coercing the result to a NumPy type (possibly object), which may be
        expensive. ","impl details, perf attributes"
pandas,"- None         : tries to use ``numexpr``, falls back to ``python``
        - ``'numexpr'``: This default engine evaluates pandas objects using
                         numexpr for large speed ups in complex expressions
                         with large","purpose & rationale, functionality desc"
pandas,"See the
        :ref:`enhancing performance <enhancingperf.eval>` documentation for
        more details.
    ",ref
pandas,see the :ref:`enhancing performance <enhancingperf,ref
pandas,Offer fast expression evaluation through numexpr,functionality desc
pandas,abcmeta' for performance reasons,purpose & rationale
pandas,"If you are just applying a NumPy reduction function this will
              achieve much better performance.
        ",usage practice
pandas,"In most cases 'block' is recommended, since it's more memory
            efficient.

        ","usage practice, perf attributes"
pandas,"Iteratively appending rows to a DataFrame can be more computationally
        intensive than a single concatenate. ",usage practice
pandas,"Note that a vectorized version of `func` often exists, which will
        be much faster. ",usage practice
pandas,"This may require copying data and coercing values, which may be
        expensive.

        ","impl details, perf attributes"
pandas,"This method is equivalent to
        ``df.sort_values(columns, ascending=False).head(n)``, but more
        performant.

        ",comparison with alternatives
pandas,"This method is equivalent to
        ``df.sort_values(columns, ascending=True).head(n)``, but more
        performant.

        ",comparison with alternatives
pandas,"To preserve dtypes while iterating over the rows, it is better
           to use :meth:`itertuples` which returns namedtuples of the values
           and which is generally faster than ``iterrows``.

        ","comparison with alternatives, usage practice"
pandas,categorical : memory-efficient array for string values with,functionality desc
pandas,for detailed examples see :ref:`enhancing performance with eval,ref
pandas,iteratively appending rows to a dataframe can be more computationally,usage practice
pandas,less efficient:,usage practice
pandas,more efficient:,usage practice
pandas,setting to false will improve the performance of this,perf attributes
pandas,the sparse dataframe allows for a more efficient storage,purpose & rationale
pandas,use a categorical for efficient storage of an object-dtype column with,usage practice
pandas,"This is not
        recommended as it is inefficient compared to using ``numexpr`` as the
        engine.

        ",usage practice
pandas,efficiently join multiple dataframe objects by index at once by,functionality desc
pandas,An efficient 2D container for potentially mixed-type time series or other,functionality desc
pandas,"While ``Index`` objects are copied when ``deep=True``, the underlying
        numpy array is not copied for performance reasons. ",purpose & rationale
pandas,fast writing/reading,functionality desc
pandas,get better performance by turning this off,perf attributes
pandas,"while the `slice_shift` is faster than `shift`, you may pay for it","comparison with alternatives, usage practice"
pandas,fast lookup of value from 1-dimensional ndarray,functionality desc
pandas,fast lookup of value from 1-dimensional ndarray,functionality desc
pandas,"more flexible, faster check like ``is`` but that works through views",functionality desc
pandas,fast lookup of value from 1-dimensional ndarray,functionality desc
pandas,a bit of a hack to accelerate unioning a collection of indexes,"purpose & rationale, functionality desc"
pandas,fast lookup of value from 1-dimensional ndarray,functionality desc
pandas,faster than index,comparison with alternatives
pandas,may be much faster,comparison with alternatives
pandas,this could be potentially expensive on large multiindex objects,perf attributes
pandas,fast lookup of value from 1-dimensional ndarray,functionality desc
pandas,fast lookup of value from 1-dimensional ndarray,functionality desc
pandas,faster than index,comparison with alternatives
pandas,may be much faster,comparison with alternatives
pandas,iat : fast integer location scalar accessor,functionality desc
pandas,"This can
        be very expensive relative to the actual data concatenation
    sort : boolean, default None
        Sort non-concatenation axis if it is not already aligned when `join`
        is 'outer'. ",perf attributes
pandas,faster than ``,comparison with alternatives
pandas,faster than ``,comparison with alternatives
pandas,iteratively appending to a series can be more computationally intensive,usage practice
pandas,"It is currently not
        particularly efficient (and potentially very expensive) but is provided
        for API compatibility with DataFrame

        Returns
        ",purpose & rationale
pandas,efficient but is provided for api compatibility with series,purpose & rationale
pandas,"If True and no `format` is given, attempt to infer the format of the
        datetime strings, and if it can be inferred, switch to a faster
        method of parsing them. ","functionality desc, impl details"
pandas,"If all
        strings are in the same format, this will speed up conversion.
    ",perf attributes
pandas,passing infer_datetime_format=true can often-times speedup a parsing,perf attributes
pandas,default (false) is to use fast but,"functionality desc, impl details"
pandas,fast writing/reading,functionality desc
pandas,current implementation is not efficient.,"impl details, perf attributes"
pandas,* this method is faster for generating weekdays than dateutil,"comparison with alternatives, functionality desc"
scipy,"this algorithm can be slow, particularly on large datasets [2]_",purpose & rationale
scipy,"disabling may give a performance gain, but may result in problems",perf attributes
scipy,"disabling may give a performance gain, but may result in problems",perf attributes
scipy,"disabling may give a performance gain, but may result in problems",perf attributes
scipy,"disabling may give a performance gain, but may result in problems",perf attributes
scipy,"Disabling may give a performance gain, but may result in problems
        (crashes, non-termination) if the inputs do contain infinities or NaNs.
        ","functionality desc, perf attributes"
scipy,"It is about 20 times slower than the C version.

    ",comparison with alternatives
scipy,"This function is slower than the C version but works for
    all input types.  ",comparison with alternatives
scipy,"If the data is both real and
    symmetrical, the `dct` can again double the efficiency, by generating
    half of the spectrum from half of the signal.

    ","perf attributes, functionality desc"
scipy,"This function is most efficient when `n` is a power of two, and least
    efficient when `n` is prime.

    ",perf attributes
scipy,"This function is most efficient when `n` is a power of two, and least
    efficient when `n` is prime.

    ",perf attributes
scipy,"this function is most efficient when `n` is a power of two, and least",perf attributes
scipy,"this function is most efficient when `n` is a power of two, and least",perf attributes
scipy,to increase efficiency,"usage practice, functionality desc"
scipy,">> a = np.random.randn(min_len)
    >>> b = fftpack.fft(a)

    Zero-padding to the next 5-smooth length reduces computation time to
    211 us, a speedup of 630 times:

    ","usage practice, perf attributes"
scipy,"scipy's fftpack has efficient functions for radix {2, 3, 4, 5}, so this",functionality desc
scipy,"the type 1 dct is equivalent to the fft (though faster) for real,",comparison with alternatives
scipy,speed up the computations [4]_,usage practice
scipy,vectorized implementation allows a faster approximation of the jacobian,purpose & rationale
scipy,"If the Jacobian has only few non-zero
        elements in *each* row, providing the sparsity structure will greatly
        speed up the computations [10]_. A zero entry means that a corresponding
        element in the Jacobian is always zero. ",usage practice
scipy,vectorized implementation allows a faster approximation of the jacobian,purpose & rationale
scipy,vectorized implementation allows a faster approximation of the jacobian,purpose & rationale
scipy,"If the Jacobian has only few non-zero
        elements in *each* row, providing the sparsity structure will greatly
        speed up the computations [2]_. A zero entry means that a corresponding
        element in the Jacobian is always zero. ",usage practice
scipy,vectorized implementation allows a faster approximation of the jacobian,purpose & rationale
scipy,"true if `dfun` defines derivatives down columns (faster),",perf attributes
scipy,"disabling may give a performance gain, but may result in problems",perf attributes
scipy,"disabling may give a performance gain, but may result in problems",perf attributes
scipy,"range(n))

    Note that this is an inefficient (if straightforward) way to
    evaluate B-splines --- this spline class does it in an equivalent,
    but much more efficient way.

    ","usage practice, comparison with alternatives"
scipy,note that this is an inefficient (if straightforward) way to,usage practice
scipy,"disabling may give a performance gain, but may result in problems",perf attributes
scipy,"disabling may give a performance gain, but may result in problems",perf attributes
scipy,"disabling may give a performance gain, but may result in problems",perf attributes
scipy,"Contrary to LinearNDInterpolator and NearestNDInterpolator, this class
    avoids expensive triangulation of the input data by taking advantage of the
    regular grid structure.

    ",impl details
scipy,much faster 2d interpolation if your input data is on a grid,functionality desc
scipy,"""""""product of a list of numbers; ~40x faster vs np",comparison with alternatives
scipy,construction of the interpolating polynomial is a relatively expensive,concepts
scipy,construction of the interpolation weights is a relatively slow process,concepts
scipy,"In addition, the NetCDF file header contains the position of the data in
    the file, so access can be done in an efficient manner without loading
    unnecessary data into memory. ",impl details
scipy,allow overwriting data in ``a`` (may enhance performance),"perf attributes,functionality desc"
scipy,"disabling may give a performance gain, but may result in problems",perf attributes
scipy,whether to overwrite data in a (may improve performance),"perf attributes,functionality desc"
scipy,whether to overwrite data in b (may improve performance),"perf attributes,functionality desc"
scipy,a faster estimate for the condition number in the 1-norm,misc
scipy,"disabling may give a performance gain, but may result in problems",perf attributes
scipy,"disabling may give a performance gain, but may result in problems",perf attributes
scipy,"disabling may give a performance gain, but may result in problems",perf attributes
scipy,"However it requires
    the linear solution of a system with dimension :math:`M^2` so that
    performance degrades rapidly for even moderately sized matrices.

    ","perf attributes, functionality desc"
scipy,"However, ``'gelsy'`` can be slightly
        faster on many problems.  ",perf attributes
scipy,"It is
        generally slow but uses less memory.

        ",perf attributes
scipy,allow overwriting data in `a` (may enhance performance),"perf attributes,functionality desc"
scipy,allow overwriting data in `b` (may enhance performance),"perf attributes,functionality desc"
scipy,allow overwriting data in `b` (may enhance performance),"perf attributes,functionality desc"
scipy,allow overwriting data in a (may enhance performance),"perf attributes,functionality desc"
scipy,"disabling may give a performance gain, but may result in problems",perf attributes
scipy,"disabling may give a performance gain, but may result in problems",perf attributes
scipy,"disabling may give a performance gain, but may result in problems",perf attributes
scipy,"disabling may give a performance gain, but may result in problems",perf attributes
scipy,"disabling may give a performance gain, but may result in problems",perf attributes
scipy,"disabling may give a performance gain, but may result in problems",perf attributes
scipy,"disabling may give a performance gain, but may result in problems",perf attributes
scipy,"disabling may give a performance gain, but may result in problems",perf attributes
scipy,"disabling may give a performance gain, but may result in problems",perf attributes
scipy,"disabling may give a performance gain, but may result in problems",perf attributes
scipy,"disabling may give a performance gain, but may result in problems",perf attributes
scipy,discard data in `a` (may enhance performance),"perf attributes,functionality desc"
scipy,discard data in `a` (may improve performance),"perf attributes,functionality desc"
scipy,discard data in `ab` (may enhance performance),"perf attributes,functionality desc"
scipy,discard data in `ab` (may enhance performance),"perf attributes,functionality desc"
scipy,discard data in `b` (may enhance performance),"perf attributes,functionality desc"
scipy,discard data in `b` (may enhance performance),"perf attributes,functionality desc"
scipy,discard data in `b` (may enhance performance),"perf attributes,functionality desc"
scipy,"for a large vector `c`, this is *much* faster than",comparison with alternatives
scipy,it might increase the space efficiency,perf attributes
scipy,"the solution is computed using levinson-durbin recursion, which is faster",impl details
scipy,"disabling may give a performance gain, but may result in problems",perf attributes
scipy,"disabling may give a performance gain, but may result in problems",perf attributes
scipy,"disabling may give a performance gain, but may result in problems",perf attributes
scipy,"disabling may give a performance gain, but may result in problems",perf attributes
scipy,"disabling may give a performance gain, but may result in problems",perf attributes
scipy,"disabling may give a performance gain, but may result in problems",perf attributes
scipy,"disabling may give a performance gain, but may result in problems",perf attributes
scipy,"disabling may give a performance gain, but may result in problems",perf attributes
scipy,"disabling may give a performance gain, but may result in problems",perf attributes
scipy,discard data in a_band (may enhance performance),"perf attributes,functionality desc"
scipy,discard data in a_band (may enhance performance),"perf attributes,functionality desc"
scipy,"use divide and conquer algorithm (faster but expensive in memory,","perf attributes,usage practice"
scipy,"use divide and conquer algorithm (faster but expensive in memory,","perf attributes,usage practice"
scipy,whether to overwrite `a`; may improve performance,"perf attributes,functionality desc"
scipy,whether to overwrite `a`; may improve performance,"perf attributes,functionality desc"
scipy,whether to overwrite `b`; may improve performance,"perf attributes,functionality desc"
scipy,whether to overwrite data in `a` (may improve performance),"perf attributes,functionality desc"
scipy,whether to overwrite data in `a` (may improve performance),"perf attributes,functionality desc"
scipy,whether to overwrite data in `b` (may improve performance),"perf attributes,functionality desc"
scipy,whether to overwrite data in `b` (may improve performance),"perf attributes,functionality desc"
scipy,whether to overwrite data in a (may improve performance),"perf attributes,functionality desc"
scipy,"disabling may give a performance gain, but may result in problems",perf attributes
scipy,"disabling may give a performance gain, but may result in problems",perf attributes
scipy,"disabling may give a performance gain, but may result in problems",perf attributes
scipy,"disabling may give a performance gain, but may result in problems",perf attributes
scipy,"disabling may give a performance gain, but may result in problems",perf attributes
scipy,discard data in ab (may enhance performance),"perf attributes,functionality desc"
scipy,whether to overwrite data in `a` (may improve performance),"perf attributes,functionality desc"
scipy,whether to overwrite data in a (may improve performance),"perf attributes,functionality desc"
scipy,whether to overwrite data in b (may improve performance),"perf attributes,functionality desc"
scipy,"disabling may give a performance gain, but may result in problems",perf attributes
scipy,"disabling may give a performance gain, but may result in problems",perf attributes
scipy,"disabling may give a performance gain, but may result in problems",perf attributes
scipy,whether to overwrite data in a (may improve performance),"perf attributes,functionality desc"
scipy,whether to overwrite data in a (may increase performance),"perf attributes,functionality desc"
scipy,whether to overwrite data in b (may increase performance),"perf attributes,functionality desc"
scipy,"disabling may give a performance gain, but may result in problems",perf attributes
scipy,"disabling may give a performance gain, but may result in problems",perf attributes
scipy,this might be faster,perf attributes
scipy,whether data in a is overwritten (may improve performance),"perf attributes,functionality desc"
scipy,whether data in a is overwritten (may improve performance),"perf attributes,functionality desc"
scipy,whether data in a is overwritten (may improve performance),"perf attributes,functionality desc"
scipy,whether data in c is overwritten (may improve performance),"perf attributes,functionality desc"
scipy,"disabling may give a performance gain, but may result in problems",perf attributes
scipy,"disabling may give a performance gain, but may result in problems",perf attributes
scipy,whether to overwrite data in a (may improve performance),"perf attributes,functionality desc"
scipy,"disabling may give a performance gain, but may result in problems",perf attributes
scipy,"disabling may give a performance gain, but may result in problems",perf attributes
scipy,whether to overwrite `a`; may improve performance,"perf attributes,functionality desc"
scipy,whether to overwrite `a`; may improve performance,"perf attributes,functionality desc"
scipy,whether to use the more efficient divide-and-conquer approach,functionality desc
scipy,"x_lange.typecode
    'z'

    Several LAPACK routines work best when its internal WORK array has
    the optimal size (big enough for fast computation and small enough to
    avoid waste of memory). ","impl details, purpose & rationale"
scipy,"If the input matrix is known to be diagonalizable, then relying on the
    eigendecomposition is likely to be faster. ",usage practice
scipy,"When `scale` is None, multiplying a vector by the matrix returned by
    `dft` is mathematically equivalent to (but much less efficient than)
    the calculation performed by `scipy.fftpack.fft`.

    ",comparison with alternatives
scipy,"coefficients, but this version is much faster than `exact=true`",perf attributes
scipy,"richard harter [2]_, and has a guaranteed o(n) performance, `n` being",perf attributes
scipy,"richard harter [2]_, and has a guaranteed o(n) performance, `n` being",perf attributes
scipy,"A more
              efficient algorithm is then used that exploits the separability
              of the problem.
            ",impl details
scipy,"This function employs a slow brute force algorithm, see also the
    function distance_transform_cdt for more efficient taxicab and
    chessboard algorithms.

    ","impl details, ref"
